Content,Section
"The UK’s economic recovery from the coronavirus pandemic will lag behind every other major economy apart from Argentina, according to the Organisation for Economic Cooperation and Development. Warning the UK and other countries to resist cutting government spending in order to ensure a stronger rebound, the club of 37 rich nations said severe risks to growth and jobs still remained despite the prospect of a vaccine being deployed earlier than first anticipated. In its latest economic outlook report, the Paris-based organisation said it expected the UK economy to contract by 11.2% this year, compared with the 10.1% fall in GDP it was forecasting in September. The OECD also sharply downgraded its forecasts for UK growth next year, to 4.2% from 7.6% three months ago. It said world GDP was on track to return to pre-pandemic levels by the end of next year fuelled by the rollout of vaccines and strong growth in China. However, it warned the UK economy would still be 6% smaller compared with its late-2019 position at that stage. Only Argentina fared worse among 20 nations and the eurozone. In an assessment of the UK that warned the country was at a “critical juncture”, the OECD said there was a double threat to growth from the second Covid wave and Brexit, with less than a month before the EU transition period expires at the end of December. Urging both sides to reach an agreement, it said a deal was essential for economic prosperity, and that failure was among the large downside risks to its forecasts. “The failure to conclude a trade deal with the European Union by the end of 2020 would entail serious additional economic disturbances in the short term and have a strongly negative effect on trade, productivity and jobs in the longer term,” it said. Against a backdrop of heavy government borrowing to assuage the economic impact of the pandemic, the OECD said nations needed to continue to make use of record-low borrowing costs to spend on protecting businesses and households. This would help pave the way for faster and more sustainable growth in future, the organisation added. In a clear warning to nations contemplating spending cuts or tax rises, including the UK, the OECD said there was a risk that the lessons from the 2008 financial crisis would be forgotten – when government austerity drives choked-off growth and entrenched inequality. It comes after the UK chancellor, Rishi Sunak, used his spending review to impose a pay freeze on public sector workers outside the NHS and slashed the overseas aid budget to tackle record levels of government borrowing this year. Laurence Boone, the chief economist at the OECD, said: “We made the mistake in 2010; we need to learn from the mistake. We need to keep up the support for the people and those in and out of jobs. We must make sure income is supported.” Urging governments to continue spending while awaiting a vaccine, she added: “When you’re in a battle and you know the cavalry is coming, you don’t stop fighting. In fact you keep fighting until the cavalry is around. In fact you keep fighting while the cavalry is there.” Updating its forecasts from previous estimates made in September, the OECD said the global economy was now set to shrink by 4.2% this year, slightly below a previous forecast of 4.5%, before rebounding by 4.5% next year as vaccines are deployed around the world. However, it said the second wave of the pandemic continuing into the start of 2021, before immunisation programmes could get under way, meant its forecast for next year was below its September estimate for 5% growth. Angel Gurría, the secretary general of the OECD, said: “For the first time since the pandemic hit in early 2020, we have hope. The good news about vaccines has instilled a degree of optimism and somehow dissipated the fog of uncertainty that has covered us all. “There is hope but we’re not out of the woods yet.”",business
"JD Sports is set to pull out of talks over a rescue deal for Debenhams on Tuesday, putting thousands of jobs at risk at the struggling department store group. Last-ditch negotiations to secure a deal were continuing but the news on Monday night that Debenhams’ major supplier Arcadia had collapsed into administration, as well as uncertainty about conditions on the high street and negative reaction from shareholders, are thought to have cooled JD’s interest. A near 6% rise in JD’s share price on Monday amid speculation that it might be backing away from Debenhams was one major influence on the group’s management team led by Peter Cowgill, the executive chairman. The rebound came after millions of pounds were wiped off the company’s value last week when it emerged it was considering buying Debenhams. Debenhams, which employs about 12,000 people, has been considering a potential sale since the summer after it went into administration in April for the second time in a year. JD is thought to have been mainly interested in the Debenhams website but analysts said it was hoped it could take on almost half the group’s 124 outlets. The group saw a chance to move into a broader market and sell homewares, beauty products and smarter clothing to its existing customers. If JD does pull out of rescue talks, the only remaining suitor likely to take on a significant number of stores is Mike Ashley’s Frasers Group. Ashley has made no secret of his interest in the ailing department store despite seeing a £150m stake he built up in the then-listed company wiped out last year in a debt restructuring deal with the department store’s lenders. Frasers could save costs for the department store group by merging it with its House of Fraser chain. However, Ashley’s offers for the business have so far not exceeded half of the £300m hoped for by its owners. Other potentially interested parties, including the online specialist The Hut Group, which is understood to have been interested in just the website, and India’s Reliance Retail, appear to have melted away. Other retailers may be interested in Debenhams brands including Maine and Mantaray, or some of its prime sites. Restructuring firm Hilco has been lined up to sell off stock and other assets if no buyer can be found. Debenhams’ current owners are not expected to hold on to the group. Debenhams and JD Sports declined to comment.",business
"US rating agency S&P Global is to buy London-based market data and research company IHS Markit in an all-stock deal worth $44bn (£33bn) that will be the biggest corporate acquisition of 2020. The deal, which IHS Markit’s chief executive, Lance Uggla, told employees in a memo had been in the works for the last few months, will create a heavyweight in the increasingly competitive market in financial information. It highlights the growing importance of big data in financial markets governed by information-hungry trading algorithms. It is expected to close in the second half of 2021 if it can pass reviews by antitrust regulators who have been showing increasing interest in the sector. “The next steps will be to receive regulatory approvals both in the US and the EU, which we expect to take between six to nine months, and receive approval by our respective shareholders,” Uggla said in the internal memo. S&P Global is best known for providing debt ratings to countries and companies, as well as data on capital and commodity markets worldwide. It became a standalone business in 2011 when its then parent McGraw-Hill separated S&P from its education business. IHS Markit was formed in 2016 when US company IHS, whose businesses include data on automotive and technology industries, bought British rival Markit for around $6bn. Markit, founded by former credit trader Uggla, provides a range of pricing and reference data for financial assets and derivatives. IHS Markit has a market value of about $36.88bn based on the stock’s last close on Friday, according to a Reuters calculation, with its share price up around 22% so far this year. As part of the deal, which includes $4.8bn of debt, each share of IHS Markit will be exchanged for a ratio of 0.2838 shares of S&P Global stock, the two companies said. S&P Global shareholders will own roughly 67.75% of the combined company and the rest will be held by IHS Markit shareholders. Douglas Peterson, chief executive of S&P Global, will lead the combined firm, while Uggla will be a special adviser for a year after the deal closes. Global merger and acquisition activity touched a record high in three months to the end of September, with more than $1tn worth of transactions, mostly focused on coronavirus-resilient sectors such as technology and healthcare, according to Refinitiv data. The London Stock Exchange is in the final stage of trying to win clearance for its planned $27bn acquisition of Refinitiv, which has been through a long review process by the European Union’s competition commissioner.",business
"A historic shipbuilding yard in north Devon is to reopen after it was bought by the natural gas storage company InfraStrata in a £7m deal on Tuesday. The Appledore Shipyard, in Bideford, closed in March 2019 after its owners, Babcock, said its future was not secure, despite the offer of a £60m Ministry of Defence contract. InfraStrata, which also owns Belfast’s Harland & Wolff (H&W), said the Appledore yard’s ability to cater for smaller vessels was “a market segment that cannot be ignored”. Boris Johnson visited the site on Tuesday and said ithad a “massive history but it’s also got a great future”. “What we want to do is to ensure that there’s a good enough stream of contracts coming through to drive jobs and growth here in Devon,” he said. Unions welcomed the deal and urged the government to give the yard, which will be renamed H&W (Appledore), more orders. InfraStrata said while the yard had been dormant in recent months and the acquisition came with only one employee – the site manager – the workforce could be “very quickly ramped up” if contracts for work were secured. Discussions were under way with the government and private vessel owners, InfraStrata said. John Wood, the company’s chief executive, said: “The acquisition at this point in time is opportunistic for the company and one that should not be missed. It not only gives us a strategic foothold in mainland UK but also makes the overall business highly competitive in the smaller and higher ends of the shipyard market, respectively.” The Appledore Shipyard dates back to 1865, and has built more than 300 vessels, including some of the Royal Navy’s latest aircraft carriers.Ian Waddell, the general secretary of the Confederation of Shipbuilding and Engineering Unions, said: “The prospect of Appledore being reopened is great news for British shipbuilding and we welcome its purchase by InfraStrata. “Appledore played a vital role making the complex bows for the aircraft carrier and it could play a similar role building the future solid support ship which the government must build in Britain in order to invest in our regional economies and get the economy back up and running.” The GMB’s union regional organiser, Matt Roberts, said: “We are absolutely delighted with the confirmation that the yard will reopen. We have always firmly believed that the yard can be viable and thrive in the right hands.”",business
"Britain’s economic recovery from Covid-19 gathered pace in the past month, fuelled by consumer spending and people taking advantage of the government’s “eat out to help out” scheme, despite fears mounting over rapid growth in unemployment. On the Guardian’s latest monthly tracker of economic news since the pandemic spread to Britain this spring, the release of pent-up demand with the easing of lockdown is driving the sharpest rebound in economic growth among the G7 advanced economies, while retail spending has returned to pre-crisis levels. However, after the country plunged into the deepest recession on record in the three months to June, companies have started making job cuts at a faster pace than during the 2008 global financial crisis, with hundreds of thousands of redundancies announced in the past few weeks alone. Sounding the alarm as the UK government prepares to remove its furlough job retention scheme this autumn, Frances O’Grady, the director general of the TUC, warned that continued support would be required to avert a jobs catastrophe and long-term damage to the economy. Writing in the Guardian, she said: “Without urgent action we face the prospect of mass unemployment on a scale not seen since the 1980s.” Issuing an appeal to the chancellor, Rishi Sunak, she said: “There is still time to stop mass unemployment. We worked together once before as this crisis began: I will work with you again if you are serious at stemming the haemorrhage of jobs.” The Guardian has chosen eight economic indicators, as well as the level of the FTSE 100, to track the impact on jobs and growth from Covid-19 and the measures used to contain it. Faced with the deepest global recession since the 1930s Great Depression, the Covid Crisis watch will also monitor how the UK is faring compared with other countries. In the past month, private sector business activity has risen at the fastest pace in seven years as companies race to catch up on work put on hold during lockdown. The increase in demand for services and manufactured goods, which followed the easing of restrictions during the summer, sent the IHS Markit CIPS flash UK composite output index to 60.3 in August, up from 57 in July. On a scale where a figure above 50 indicates expansion, the latest figures suggest the UK is recovering faster than the US, China and the eurozone. The recovery comes after Britain was officially confirmed to be in the deepest recession since modern records began in the 1950s, with gross domestic product (GDP) falling by 20.4% in the second quarter. In the deepest decline of any nation in the G7 and the EU, the slump was worsened by the later launch of lockdown and prolonged use of controls to limit the spread of the virus. In a reflection of the deeper downturn for Britain, non-essential shops were closed for just 50 days in Germany, compared with 84 days in the UK. Retail sales jumped above pre-pandemic levels in July during the first full month since the relaxation of restrictions, as shoppers gradually returned to the high street. The hospitality sector also received a shot in the arm from the “eat out to help out” scheme, with a Monday-to-Wednesday boom at restaurants, pubs and cafes in August. More than 64m discounted meals – the equivalent of one for almost every person in Britain – have been claimed by venues taking part in the scheme so far. However, significant pressure remains for firms, threatening a sharp increase in unemployment this autumn. Online spending remains higher than before the crisis struck, footfall remains down in several big cities amid the continued absence of office workers, and demand remains weak in certain sectors more reliant on social interaction or travel, such as entertainment, aviation and tourism. Millions of workers have been brought back from furlough as firms gradually reopen with physical distancing measures in place, with the total number of people on the government’s wage subsidy scheme down from a peak of about 9 million in May to about 4.5 million at the start of August. However, more than half of the workforce in the arts, entertainment and recreation industry remains furloughed, compared with only 13% still away from work for the economy as a whole, according to the Office for National Statistics. Despite the government scheme protecting millions of jobs, official figures show almost three-quarters of a million jobs have been shed from company payrolls since March. Economists say unemployment is set to more than double as the government rolls back the furlough scheme this autumn and as firms cut their costs amid weaker levels of demand while Covid-19 remains a risk to health. Warning that the crisis is far from over, O’Grady said employers would need continued government support to protect jobs and create new ones as the risks from the pandemic gradually recede. “Mass unemployment is not inevitable. If the government acts fast to keep people in work, our economy will recover faster and our country can build back better,” she said.",business
"The house always wins, even in the midst of a pandemic. In the early days of lockdown, as the stock market lurched into stomach-churning freefall, the share prices of Britain’s gambling powerhouses also tanked. The cancellation of sports events cut off the steady revenue stream that many had come to enjoy, not just from horse racing but, increasingly, from football betting, which typically involves small stakes but extremely high volumes. With no certainty over the return of sport – and of the football cash cow in particular – the immediate future looked bleak. Since then, two things have happened. First, football has returned – behind closed doors – and the fixture calendar boffins are making up for lost time by scheduling games more or less every day, with more of them televised than ever before. Second, firms with a strong offering in areas such as online poker and casino games have enjoyed a significant uptick in website traffic, as the boredom of lockdown helped spur new account sign-ups. On Thursday, the world’s largest online gambling firm, Flutter Entertainment, will update the market on its performance in the six months to the end of June. Flutter – the owner of Paddy Power Betfair – has been one of the most resilient performers in the sector, thanks to its scale and diversification in both geography and the products it can boast since its $6bn mega-merger with Canada’s The Stars Group, which includes Sky Betting and Gaming. While some UK rivals such as William Hill still rely all too heavily on UK sports betting customers, Flutter has an array of impressive arrows in its quiver. The deal with Stars saw it acquire PokerStars, one of the leading global brands, as well as a sizable presence in Australia and an improved casino range. This, according to Russ Mould, investment director at stockbroker AJ Bell, made Flutter one of the firms “best-suited to helping or entertaining the UK’s population while it was under lockdown”. Flutter also owns FanDuel, a fantasy sports betting site used by more than 8 million sports fans in the rapidly expanding, newly liberalised US market in which Flutter – like every British gambling company – is trying to establish a beachhead. “Covid-19 will probably result in a faster rate of US sports betting legalisation, potentially followed by online casino legalisation, in our view,” say analysts at Jefferies. All of this helps explain why Flutter Entertainment is valued at more than 40% more now than it was at the start of March, while rivals GVC (owner of Ladbrokes Coral) and William Hill have struggled to make up the ground they lost during lockdown. Industry insiders say management at Flutter have also put in a more impressive performance than their rivals, particularly after GVC’s veteran boss, Kenny Alexander, announced his intention to step down. Any signs in Thursday’s numbers of a stronger-than-expected recovery in sports betting could provide a further shot in the arm, not just for Flutter but for some of its more sport-focused peers, too. And yet not all is rosy in the gambling garden, and 2020 could prove to be one of the most important years in the history of the UK industry, a sector which is genuinely world-leading. So far, firms including Flutter and casino-focused rivals such as 888 have navigated the choppy waters of the pandemic adroitly. But this year will also see the government kick off its review of the 2005 Gambling Act, the legislation introduced by Tony Blair’s government that gave Britain one of the most liberal gambling markets in the world, and created the industry we see today. There is a broad cross-party consensus that the regulatory pendulum must now swing back in the other direction. If that happens, as with the pandemic, Flutter’s size and diversification will serve it well. But it will also make the stakes for its US expansion much higher, and with no shortage of competition for American punters, that is going to be a fierce battle. Flutter – and the broader industry – have ridden out the coronavirus pretty well but the real dangers still lie ahead.",business
"Nothing like the recovery in the US stock market has ever been seen before. After the Wall Street Crash of 1929, the time it took for shares to regain their previous peak was measured in decades. After the global financial crisis of 2008, it was measured in years. This time it has taken less than five months – from a low on 23 March – for the S&P 500 to regain all its lost ground and hit a new high. At the time, not even the most bullish trader would have been bet on such a rapid recovery, but five factors explain the remarkable turnaround. Even while the market was crashing in early March, America’s central bank was acting to reassure investors that it would go to any lengths to support the world’s biggest economy and prevent a financial crisis. As in the aftermath of the collapse of Lehman Brothers in 2008, the Fed moved swiftly: it cut interest rates to zero; it promised to pump $5 trillion into the troubled money markets; it created lending programmes to help the cash flow of US businesses big and small; it bought corporate bonds; and it has given the impression that it may buy stocks as well. Mark Haefele, chief investment officer at UBS Global, says the rally on Wall Street and the recent fall in the US dollar are “being driven primarily by central bank policies of adding unprecedented liquidity to markets through renewed quantitative easing and ultra-low rates.” The lockdown has been disastrous for some sectors, notably hospitality and airlines, but people stuck at home have been spending more time online, shopping, watching, socialising and working. That has been good news for the five big US tech giants – Apple, Amazon, Facebook, Google and Netflix. Dhaval Joshi, analyst at BCA research, says the S&P 500 should be renamed the S&P 5 because it is now so dominated by a handful of companies. Likewise, about 10 stocks – mostly in finance and energy – drive the UK’s FTSE 100. “A crucial defining feature of a stock market,” Joshi says, “turns out to be its exposure to healthcare and technology – whose profits are in major structural uptrends – versus its exposure to financials and energy, where profits are in major structural downtrends. He points out that healthcare and technology businesses account for 40% of the total value of the US stock market, compared with 12% for the UK. The US economy contracted by almost 10% in the second quarter of 2020, but on Wall Street that is now ancient history. What matters is that activity is picking up and unemployment is coming down, albeit in fits and starts – as shown last week, when new unemployment claims rose back above 1 million. Traditionally, Wall Street looks beyond the short term and anticipates that a company’s earnings – on which its stock market valuation ultimately depends – will recover. However, some investors, including Norway’s massive sovereign wealth fund, say this is risky at a time when Covid-19 is not beaten. Trond Grande, the fund’s deputy chief executive, said markets did not reflect the real economic impact of the virus, which was not under control “in any shape or form”. The devastating economic impact of Covid-19 has meant a worldwide race to find a vaccine. Normally this takes years, but there are hopeful signs – including from researchers at Oxford University – that the process could be speeded up. Wall Street has proved highly sensitive to reports of a possible breakthrough, from either US biotech companies such as Gilead or foreign rivals. But even on the most optimistic assumption, a vaccine will not be widely available until 2021 at the earliest, and the chances of failure are high. But for the past few months, vaccine optimism has helped boost not just pharma shares but Wall Street stocks generally. In the early stages of the pandemic, investors dumped shares and parked their money in traditional safe havens such as cash and US treasury bonds. But the actions of the Fed and other central banks have made these options less attractive. Interest rates for savers are barely above zero, and in some countries the interest rates (yields) on government bonds have turned negative, which means investors have to pay the state for the privilege of putting their money in a safe asset. For investors who believe shares are overvalued, there is gold, whose price has risen by almost $400 an ounce in the past six months. 2008 After Lehman Brothers collapsed, banks the world over stopped lending amid panic over losses on speculative investments, and were saved from collapse by massive governments bailouts. From spring 2008, in the deepest recession since the war, GDP fell by 6% over five quarters. Growth returned in late 2009, but unemployment hit 8.5% in 2011. What happened to stock markets? The FTSE 100 suffered its worst ever calendar year in 2008, plunging by 31% as the global banking system went into meltdown. It took until 2013 for it to regain its pre-crisis high. Early 1990s recession The classic example of boom and bust came in the early 1990s as Britain lurched into recession after stellar economic growth in the late 1980s. GDP fell by 1.9% for five consecutive quarters before a return to growth in the fourth quarter of 1991 and unemployment peaked at 10.7% in December 1992. What happened to stock markets? The FTSE 100 lost 20% from January to September 1990 but the market rallied through 1991, rising by 16%. 1970s oil shock Oil prices rocketed fourfold as Arab states embargoed crude exports to the US, UK and other nations after the Yom Kippur war. This and other problems for Britain led to the three-day week in early 1974. The economy shrank 4% between autumn 1973 and spring 1974, then fell into a double-dip recession in 1975, with six more months of decline totalling 1.9%. What happened to stock markets? The oil crisis triggered the longest stock market slide since the 1929 Wall Street crash, with a near two-year decline. In New York, the Dow Jones lost almost half its value. The London Stock Exchange’s FT 30 – predecessor of the FTSE 100 – collapsed by 73% between spring 1972 and the end of 1974. Richard Partington",business
"Cinema owners will be holding their breath next Wednesday when  Christopher Nolan’s sci-fi film Tenet becomes the first Hollywood blockbuster to be released since March as it is the first test of whether movie fans are ready to head back to big screens in their masses. The UK cinema industry, destined for the worst year at the box office in almost three decades, has been struggling to get back on its feet since the government gave the green light to reopen theatres last month. In the past week the top 10 films in cinemas in the UK and Ireland made just over £800,000 at the box office. Last year, an average week notched up £24m. With a schedule devoid of new Hollywood blockbusters, cinema operators have had to fall back on low-grossing classics and old hits, from Inception and The Empire Strikes Back to franchises including Twilight and Harry Potter. Earlier this month, cinema owners were dealt a blow when Disney pulled its new blockbuster Mulan from schedules, in favour of a release on the streaming service Disney+, leaving the Warner Bros’ Robert Pattinson-led Tenet as the great hope to reignite their year. “There is no getting away from it, it’s the first big commercial release,” said Crispin Lilly, chief executive of the boutique chain Everyman. “Tenet will be a very important step. This is the one that could get it all going. The uptake, the interest, the buzz is that it is going to do what we need it to do, which is re-kick cinema to the wider audience.” Tickets went on sale last week and Lilly said the rate of sales pegs Tenet at a box-office take similar to the Elton John biopic Rocketman or Quentin Tarantino’s Once Upon a Time in Hollywood, which took about £25m, or possibly even The Joker, which notched up £50m. “That would be superb,” Lilly said. “It is looking incredibly encouraging, it really is.” Tim Richards, the founder of Vue, one of the largest cinema operators in Europe, delayed reopening its 91 cinemas in the UK and Ireland until this month. Early ticket sales look strong, at levels matching Nolan’s Inception (£40m) to potentially as high Sam Mendes’s 1917 (£60m). “We have done a staggered opening over three weeks to make sure we are game ready when Tenet comes out,” said Richards. “Pre-bookings right now are really strong. With Warner Bros’ marketing and promotion muscle behind it, expectations are that it is going to do pretty close to pre-Covid levels of business.” The pre-sales figures suggest that the government’s regulation that cinema-goers must now wear face masks hasn’t deterred the majority of fans. But the physical distancing required means that cinemas are only able to run at about 60% capacity. Cinema owners, however, believe the distance rules will not have a big impact on ticket sales, because the pandemic has led to a step change in habits with the overwhelming dominance of weekend movie-going now at an end. “People are being cautious … many are now going on a Tuesday afternoon or a Wednesday evening instead of the traditional Friday and Saturday night,” said Richards. “Capacity restrictions are not such a big issue as we move to a true seven-day-a-week business.” However, one source cautioned that with the industry so badly needing Tenet to be a hit, the film may be in danger of being overhyped as it is unlikely to be to everyone’s tastes. “I think it will do well, but this is not Avengers we are talking about, and I am a little concerned that because it is the first big movie release it is being turned into something it is not,” said the source. If Tenet pulls in the crowds, and a second wave doesn’t result in a renewed shutdown, there are still plenty of box-office pounds to be salvaged this year. Marvel’s Black Widow, The New Mutants, the next instalment in the Kingsman franchise, Bill & Ted Face the Music starring Keanu Reeves and, of course, James Bond: Never Say Die are all set for release in the coming months. “If Tenet proves that the broader audience is there to come back and there is business to be done then that’s really powerful,” said Lilly, who opened three new Everymans in Chelsea, London and Lincoln during the pandemic. “Then [the year is] there to be recovered to be honest.” Top 10 films in the UK and Ireland (week starting 14 August) 1. Inception (10th anniversary), box office: £207,6752. Unhinged, £136,3473. Pinocchio, £108,6264. Onward, £92,0925. 100% Wolf, £83,9386. Broken Law, £52,7487. Trolls World Tour, £42,3708. Baby teeth, £38,9779. Jurassic Park, £29,051 10. American Pickle, £27,926 Total: £819,750 Source: Comscore",business
"The coronavirus pandemic has driven Australia’s flagship carrier, Qantas, to declare its worst financial result for a century – a $2bn loss – amid widespread devastation in the travel and tourism industries. Despite concerns in the market that the airline is bleeding cash as much of its fleet remains grounded, the company declared on Thursday that it remains a going concern and its chief executive, Alan Joyce, took a swipe at stricken rival Virgin Australia by declaring that after the crisis Qantas would be “the only Australian airline that can fly long haul”. Joyce also said he thought flights to and from the Covid-19-ravaged US, which is one of Qantas’s key international destinations, would be up and running within three years. State and national border closures have crippled the operations of Qantas, its smaller rival Virgin Australia, which is in administration, and smashed travel agencies and tourism operators across the country. In a sign of how deeply the travel bans are biting, Joyce on Thursday attacked the governments of Queensland and Tasmania for closing their borders and suggested there should be a national set of rules governing state border closures. The call was immediately rejected by the Queensland premier, Annastacia Palaszczuk, who said she was “not going to bend to anyone” on border closures and would instead follow the advice of the state’s chief health officer. Qantas’s record loss sparked renewed calls from unions for a comprehensive government rescue package for the air travel sector. “The shocking Qantas losses are an indication of just how sick our industry is,” the Transport Workers Union’s national secretary, Michael Kaine, said. “It must surely be only a matter of time before Qantas follows Virgin in requesting help from the federal government to stay alive.” He said the Morrison government should take measures including buying equity stakes in struggling businesses, ending a policy that stops employees of ground services business Dnata from getting jobkeeper income support payments because it is owned by the government of Dubai and capping executive pay in the sector. Qantas’s record loss came after online flight booking site Webjet reported a $143.5m loss late on Wednesday. Airports are also bleeding. From this weekend, the family-owned Canberra Airport will close its doors on Saturdays, and it is also considering closing on another weekday. Traffic figures released on Tuesday show just 317,000 passengers passed through Australia’s busiest airport, Sydney, during June – down 92% from the same time last year. With passenger numbers for the year down 62% for the year so far, the airport is deep in the red, declaring a loss for the year of $52m last week. It is currently trying to raise $2bn from its shareholders in order to pay off some of its crippling debt load of $9.1bn. On Thursday, Simon Westaway, the chief executive of the Australian Tourism Industry Council, told a parliamentary inquiry that his industry has halved over the course of the year, shrinking by $80bn. He said state border closures were costing the industry $84m a day and backed Joyce’s push for a national framework governing when they should be opened or closed. Qantas said that it made a profit on an underlying basis of $124m, before tax – down from $1.2bn the previous year. However, this figure excluded items including redundancy costs and the airline’s decision to slash the value of its airline fleet by $1.4bn. Qantas has also had to borrow more money to meet the costs of running the company while flying is heavily restricted. Total borrowings rose from $5.1bn to 6.7bn. The Australian Services Union seized on the positive underlying result to insist Qantas pay bonuses of between $1,500 and $2,000 owed to about 6,000 workers. “Announcing a $124m profit while still withholding money from workers who can’t even pay the rent is just plain wrong,” the ASU’s assistant national secretary, Linda White, said. Qantas announced the payments in 2018 when it unveiled a bumper profit of $1.4bn. The 2018 result also marked the first time since 2009 that Qantas has paid company tax (of $4m), due to losses it had carried forward over the period. Thursday’s gargantuan loss means Qantas will have more tax credits available to reduce its bill in coming years.",business
"Retail sales rose above pre-pandemic levels in July, the first full month non-essential shops were allowed to reopen, officials figures showed. Indicating an increased appetite since the easing of the lockdown in May to travel to work and shop on the high street, sales increased to higher levels than in February. The value of sales increased by 4.4% and volume sales by 3.6% compared with June despite a fall in the sale of food that the Office for National Statistics said could be attributed to shoppers switching from buying dinners at the supermarket to purchasing restaurant meals. Internet shopping also suffered a slight monthly dip, in response to many high street shops opening for the first time in July, but sales online remained more than 50% higher than in February and helped push overall retail sales above pre-pandemic levels for the first time. Household goods stores and other non-food stores experienced the sharpest recovery, increasing sales by 6% and 2.2% respectively above their February 2020 levels. The ONS said: “Retailers told us that DIY products sold well as people carried out home improvements during lockdown.” When compared with February 2020’s pre-pandemic level, total retail sales were 1.7% and 3% higher in value and volume terms respectively. However, sales in the three months to July remained below the same period last year, with a fall of 5.3% for value sales and a fall of 4.1% for volume sales. Howard Archer, the chief economic adviser to the EY Item Club, said: “Retail sales clearly benefited in July from a full month of non-essential retailers being allowed to open. Retail sales were also likely helped in July by the opening up of pubs, restaurants and hairdressers pushing up footfall. “However, the opening up of the hospitality sector and other consumer service sectors may have diverted some consumer spending away from retail sales towards services.” Retail sales, which account for 5.4% of GDP, have rebounded more robustly than many other parts of the economy, though mostly through online sales. Earlier this month, official figures confirmed that the economy was in recession after a slump in GDP of 20.4% in the second quarter that followed a 2.2% fall in the first.",business
"London’s suburbs are leading the capital’s economic recovery from the pandemic, as consumers shop and dine out locally, while the absence of office workers and tourists has kept city centre spending muted. Consumer outlay on clothes and hospitality in smaller local centres, such as Southall and East Ham, either matched or surpassed January levels by mid-July, according to a report from the thinktank Centre for London and King’s College London. The report tracked the impact of the pandemic on the capital’s economy five months after the coronavirus crisis began. Trend data from the credit card company Mastercard showed consumer spending had shifted from central London towards outer zones, as office staff continued to work from home even after lockdown restrictions eased, and international tourists stayed away. Three-quarters of London’s white-collar workers have not yet returned to their desks, according to data from the US bank Morgan Stanley, benefiting residential areas. By mid-July, restaurant transactions in Southall, west of the city centre, were 17% higher than in January, and clothes purchases were 10% up in East Ham, in the east, the Mastercard data showed. However, spending had not returned to pre-Covid levels in the capital’s larger town centres, including Stratford, Ealing, Bromley and Orpington, where transactions remained about a third lower in July than in January 2020. Consumer spending also remained persistently low in the centre of the capital, which the Centre for London attributed to its relatively small resident population of 330,000. Before the pandemic, this figure would increase by 80% every day, as office workers, shoppers and tourists travelled to the area for shopping, work, hospitality or cultural attractions. Retail spend in central London was 60% down in July, according to the Mastercard data, while restaurant spending was 80% lower. Transport for London data showed journeys to London workplaces remained at 50% of average levels in the first week of August, although driving and cycling rates had returned to normal. The pandemic had accelerated some existing social and economic changes, such as the shift to online shopping and remote working, said Mark Kleinman, professor of public policy at King’s College London’s policy institute. “We are now seeing some evidence of additional impacts, particularly on the balance of economic activity between the centre and other parts of the city, that are in part a consequence of these accelerated changes,” Kleinman said.",business
"Lego is to start phasing out single-use plastic bags used to package loose bricks in boxes from early next year, as it steps up efforts to make its products and packaging more sustainable over the next three years with a $400m (£310m) global investment. The Danish toymaker, which aims to make all its packaging sustainable by the end of 2025, will replace the clear plastic bags with easy-to-open recyclable, sustainably sourced paper bags – certified by the Forest Stewardship Council – as part of a new trial. Prototypes made from a range of different sustainable materials have been tested by hundreds of parents and children. Lego has already reduced the size of its boxes by 14%. Lego’s millions of younger fans across the world have been instrumental in helping to bring the move forward, said the Lego Group chief executive, Niels B Christiansen: “We have received many letters from children about the environment asking us to remove single-use plastic packaging. We have been exploring alternatives for some time and the passion and ideas from children inspired us to begin to make the change.” In 2015, the the family-owned toymaker, one of the world’s most popular brands, set a target to make its products from sustainable materials by 2030. Lego bricks have been made with a strong, oil-based plastic known as acrylonitrile butadiene styrene (ABS) since 1963, although other pieces in its sets do not need such strong materials. Two years ago the first Lego pieces made from plant-based bio-plastic sourced from sugar cane went on sale, initially more “flexible” pieces such as green leaves, bushes and trees, although since extended further to cover dragon wings and carwash brushes. The company has pledged to expand its use of this material, which currently accounts for less than 2% of all pieces. It is continuing to search for a replacement for ABS in the majority of its bricks. Earlier in September, Lego reported a 7% global sales rise in the first six months of 2020 due to more families playing together during lockdown and “more adults than ever before” buying its harder-to-build sets. Among other targets announced on Tuesday, Lego aims to achieve zero waste to landfill by the end of 2025 and carbon-neutral manufacturing operations by the end of 2022.",business
