Content,Section
"It has been an emotional week for primary school headteacher Kate Baptiste: “I have actually cried,” she says. She is scared that the government will announce today that schools will reopen next month – even though it could be dangerous to do so. “I’m used to making decisions that are rooted in what is best for the children. This is all out of my hands, and it’s terrifying.” The failure of the government to lay out its medical and scientific case for reopening schools has been taking its toll on headteachers such as Baptiste. She has no idea how she can open her school, St Monica’s Catholic primary school in north London, without turning it into a breeding ground for the virus. “I feel torn in many different directions. It’s exhausting trying to reassure everyone with what I feel are empty promises, as we may be forced to open schools when we genuinely don’t feel it’s safe to do so. This is my 14th year as a headteacher and I’ve never felt so scared, unsure, tired or vulnerable.” The problem, she says, is that she can fit a maximum of only six children into each of her classrooms if they need to maintain a social distance of two metres at all times. Her staff numbers have been vastly reduced, as some employees are members of vulnerable groups, leaving her with just 12 classroom teachers. The corridors in her school are less than two metres wide in many places, making it difficult for children and staff to pass each other safely, and she estimates that serving socially distanced school dinners to 300 children each day will take most of the afternoon. Plus, she says, it is unrealistic to expect young children to maintain a two-metre distance at playtime, which she is not prepared to ban. “Play is critical for children to be able to feel happy and to enjoy school life,” she says. “What will happen if we make them sit like little robots in chairs, two metres away from each other, and they don’t have any interaction with their peers all day long? The following day you can just see it: tears and tantrums.” They won’t want to come into school, she says, and who could blame them? “They’ll hate it – it will be such a different experience.”Ultimately, she thinks forcing young children to go to school in these circumstances would be counterproductive, and could seriously harm their well-being. “I understand from an economic point of view that parents need to go back to work – but not at the expense of children’s mental health.” Sean Maher, head of Richard Challoner secondary school in Kingston, south-west London, has also spent the last week feeling stressed. He woke up at 4am on Thursday, worrying about how on earth he can reopen his school safely. “You’re constantly running things around in your head. How can we manage that? What’s going to happen if we do this?” There is no possible way to safely social distance all the pupils in his school. “Like most schools, we just don’t have the space to allow that to happen.” Even a partial reopening – allowing just the 160 children who will have to take their GCSEs next year to return to school – would be problematic. “The reality is, children are just not going to stay two metres apart. They just won’t do it. “There aren’t enough teachers to spread the children out into different classrooms, while still providing online learning for pupils in the year groups stuck at home. “If you’ve got teachers in school teaching, how are they also going to be able to set work online? Unless we want them teaching every evening and every day – which I think might cause a few problems in the teaching unions.” He has considered trying to source PPE for his staff, but is unsure where he would get it and has no funds to pay for it. “I’ve already got, thanks to the lockdown, a deficit in my budget of £120,000,” he says. On Friday, unions for teachers and other school staff said schools must not reopen until a UK-wide “test, trace and isolate” scheme is under way and PPE is provided to workers.  An Opinium poll for the Observer shows 53% of parents with a secondary school-aged child and 38% of parents with a primary school-aged child would feel anxious if the government decided to reopen schools. Only six out of 10 would support schools being allowed to even partially reopen before other places such as shops and restaurants, while a significant minority (16%) would oppose any kind of partial reopening.  In a separate survey of more than 250,000 parents carried out last week by the PTA charity Parentkind, nearly one in five parents said they would feel confident about sending their child back to school only when school leaders and teachers said it was safe to do so. One in 10 were even more cautious and said they would rather wait until all staff and pupils had been vaccinated against Covid-19 – even if that meant their children would spend up to 18 months being home-schooled. In Shrewsbury, the principal of Severndale specialist academy, Sabrina Hobbs, spent the early days of the lockdown crying in her car on her way to work. “I was emotionally distraught on the way to school, thinking: how do I manage this? How do I keep everyone safe?” All the pupils at her school have special needs. Some need help with going to the toilet and the vast majority need physical assistance or close contact with staff. Although Hobbs has recently managed to source PPE, including visors and goggles, for all her staff, she can fit only three children in a classroom if she socially distances the pupils. This leaves her with a maximum capacity of 50 pupils, on a rota throughout the week, instead of 405 every day. “The limitations are really around the availability of staff and the space we have available in school. I have a duty of care to protect my staff – but also to protect the children as well.” According to the National Association of Headteachers, 83% of headteachers currently think an inability to implement appropriate social distancing measures would prevent schools from opening to more pupils. Only 48% report that over 70% of staff were available to attend school, while 25% said less than half their staff were available to attend. Jon Henley Denmark became the first country in Europe to begin reopening schools after a month-long closure, with nursery, kindergarten and primary classes resuming on 15 April – although many requested an extra week to adjust to strict physical distancing and health protocols. Two metres must be maintained between desks in classrooms; arrivals, departures and breaks must be organised in small groups; and hands must be washed frequently. Some parents opposed reopening on health grounds, with 40,000 joining a Facebook group called “My child is not a guinea pig”. Pupils aged between 11 and 18 are due to return to class on 18 May following an agreement last week between Denmark’s political parties. Up to 85% of the 50,500 schools will reopen progressively from Tuesday, again with strict hygiene and distancing rules: frequent disinfection of classes and common areas, regular hand-washing or gel, mandatory masks for older pupils, no physical contact, a maximum of 15 per class in primary schools and 10 in pre-school. First to return will be the final year of pre-school and the first and final years of primary school, with most remaining under-16s returning on 18 May – but not in in “red” regions, including the greater Paris area, where the virus is still circulating widely. A decision on whether senior high schools (lycées) can reopen on 2 June will be taken at the end of May. Concerned parents are not obliged to send their children to school, and teachers can refuse to return on health grounds, although they must provide lessons online if they do not. Some municipalities, particularly in dense city centres such as Paris, are expected to open later because their school buildings make it more difficult to ensure the required physical distancing. Dutch primary schools and pre-schools start reopening from tomorrow. About 80% will open for whole days, a survey by the state broadcaster NOS showed, with half the pupils being taught in school and the other half online on alternate days. Around 10% have opted to teach two half-days instead. Some teachers are expected to stay at home, with up to a third saying it was too early for schools to go back. Some families, particularly those with members in at-risk groups, are also thought likely to keep children at home for the time being. Secondary schools can begin preparing to reopen on 2 June, the Dutch government has said. Under the government’s four-stage national strategy, most of Spain’s 8.2 million pupils are not due to return until September. However, children under six whose parents cannot work from home will be able to return from 25 May. The country’s 17 regional governments – which enjoy considerable autonomy – are currently debating how and when schools should reopen. The Andalucían regional government has said it aims to get administrative staff back into schools from 18 May, although no date has been set for the resumption of classes. Schools in Italy are not due to reopen until September, although the government has said it is studying the possibility of opening nurseries and daycare centres before the summer. The delay is already causing problems for working parents, with many of Italy’s offices and businesses having reopened on 4 May. The government has passed measures to help working parents, including an extra 15 days of annual parental leave and a €600 childcare voucher, but some parents’ groups are lobbying for an earlier return to school if safety can be guaranteed. Some primary school years will start reopening from tomorrow, followed by kindergartens, after a federal government announcement last week. Pupils aged 11 and 12 and those with final exams began returning in a staggered system from the week of 1 May, with classes split in two and groups alternating between lessons at school and at home. Some of the country’s 16 states, including North Rhine-Westphalia, which has one of the highest rates of Covid-19 infection, reopened on a voluntary basis in late April, sparking protests and boycotts from older students alarmed not only by the possibility of contracting the virus but by being insufficiently prepared for exams that they will have to sit in difficult conditions. ",education
"My brother Barrie Walker, who has died aged 71, moved to Paris in 1974 to teach English at the British Institute (part of the University of London, and now known as the University of London Institute in Paris). He taught students, mentored staff and organised conferences and public lectures there for 30 years, and lived in Paris for the rest of his life. He spoke fluent French, Spanish and Italian, all with flawless accents. Barrie loved Paris but had periods of depression and extreme anxiety, which led to agoraphobia and alcoholism. He continued working through these periods and eventually overcame his addiction. He loved music (especially jazz), literature, politics, cricket and art. After retirement he began to paint seriously and his semi-impressionistic style of Parisian street and cafe scenes, to his surprise, were much appreciated. He experimented with style, branching into portraits and abstracts. In the last 10 years of his life, Barrie developed a large circle of friends and became loved and fulfilled. Born in Fulham, south-west London, to Harry Walker, a civil servant, and Brenda (nee Wildman), a journalist, he grew up in 1950s London and loved the city. As a child, he used to go to the Natural History Museum’s children’s club at weekends and sketch the birds. He was multitalented and excelled in all academic subjects, gaining a scholarship to Westminster City school. However, being gifted seemed to weigh heavily on him, compounded by a move to the Kent suburbs when he was 12. He refused to make any friends for a year and this started an awkwardness in social relations. After leaving school he went to St Catherine’s College, Oxford, where he studied modern and American history. He disliked university life and became depressed there. However, his passion for languages led him to take a TEFL teaching course and to spend time in Morocco and Spain, before settling in France. Latterly, he rejected what he believed Britain had become, Brexit and the election of Boris Johnson as prime minister being the last straw for him. To his pleasure and relief, he was granted French citizenship shortly before his death. Barrie spent the last three months of his life in hospital with kidney cancer, his illness enveloping him as Covid-19 locked us down and prevented his family from visiting him. However he kept in contact on social media and was still drawing, following the US primaries and reading a biography of J Edgar Hoover. He is survived by his sisters, Ann and me, and seven nieces and nephews. ",education
"Downing Street has warned of the risks to children’s education of prolonging school closures, as the government doubles down on plans for a phased reopening from 1 June. Education unions have reacted angrily to the plan, which would see reception and years 1 and 6 return first, calling it “reckless”, and warning that schools have not been given enough time to prepare. Gavin Williamson, the education secretary, wrote in the Daily Mail that teachers should be ready to “do their duty” and cooperate with the government’s plan. Boris Johnson’s official spokesman, asked about those remarks on Friday, said: “Safety comes first, but we must also be aware of the potential damage to a child’s education from not getting them back in the classroom.” Teaching unions are meeting the government’s chief scientific adviser, Patrick Vallance, and England’s chief medical officer, Chris Whitty, on Friday, to hear the scientific advice behind the decision. Williamson will attend. The prime minister’s spokesman said: “The purpose of the meeting is to allow the union leaders to hear directly from the experts. The education secretary has been in contact with heads and the teachers’ unions throughout the process, and we continue to want to work with them in order to get children back into school, in a way which is safe.” He added that schools reopening was “not happening overnight, and it won’t happen without schools putting in place a range of measures to reduce transmission”. Asked whether teachers would be issued with personal protective equipment, he said face coverings were only recommended for enclosed spaces such as public transport, and should not be necessary for teachers, unless they were giving close care to a child with symptoms. Downing Street has been keen for schools to reopen, in part so parents, who are juggling home schooling with working from home, can be more productive. Both Labour and the Liberal Democrats have criticised the plans. Rebecca Long-Bailey, the shadow education secretary, has demanded that the government establish safety conditions that must be met before schools can reopen, instead of first setting a fixed date. “The government must urgently work collaboratively with trade unions to create clear conditions, based on the tests unions have helpfully set out, so that every school can implement them to ensure a safe return. Schools should only reopen when those safety conditions have been met,” she said.",education
"When Harrie Larrington-Spencer was knocked off her bike at the end of the first year of her PhD, she was left with a brachial plexus injury. “My left arm and hand barely work and I have chronic pain,” she says. She knew her injury would affect many aspects of her life, but was surprised to learn just how hard it would be to do her university work as a disabled person. “No reasonable adjustment would make me not at a disadvantage to my non-disabled peers,” she says. “There is also the ingrained but generally unseen ableism inherent in academia.” Larrington-Spencer is used to being unable to attend writing retreats or being reprimanded for using her foot to open doors, but the coronavirus pandemic has presented the biggest challenge yet. “I have some facilities provided at home in terms of desk and office chair but it isn’t set up professionally, and no matter how many YouTube videos I watch I can’t get it right. Without it the pain and difficulties in working are exacerbated,” she says. She also lacks the computer processing power to run the assistive software she needs. “My computer will crash every time.” Despite this, Larrington-Spencer considers herself one of the lucky ones – she’s entitled to apply for a six-month extension to her PhD. “It’s great, but the fact that I have to apply is ridiculous. I am already registered as disabled with the university and have already had to prove my disadvantage and disability through that process,” she says. Larrington-Spencer was among the 1,700 signatories of an open letter sent to the research councils this week, urging for automatic funding extensions for all PhD students who are registered as disabled, neurodivergent or chronically ill. The letter also asked for grants for the assistive equipment and technology necessary for working remotely. Zara Bain, a final-year PhD student who suffers from several conditions affecting her immune system and is one of the organisers of the letter, says many disabled students are so busy trying to adapt to the circumstances that they simply don’t have time to apply for extensions. She sees the bureaucracy as part of a wider misunderstanding of what they’re going through. “The general absence of any mention, until very recently, from UK Research and Innovation (UKRI) or universities of this particular student population – who are higher risk, more pressured and less supported, relative to the pandemic – means we’ve been sort of left to deal with all of that,” she says. “And [also] trying to meet existing PhD deadlines, and weather problems like running out of funding.” Prof Jennifer Rubin, who works on inclusion at UKRI, says that “any UKRI-supported doctoral student who needs an extension of time because of Covid-19 can request one”. The organisation will review its policy over the summer. But Penny Andrews, another signatory, says the response from the research councils and some universities belies a lack of understanding. “It feels like we are being fobbed off,” she says. “I am a PhD student struggling to write up, who has already been through major surgery, survived being hit by a car at 40mph, and experienced post-traumatic stress disorder and bereavement, as well as autism, ADHD, cerebral palsy, and anxiety and depression.” It’s not just PhD students with disabilities who are struggling. Bain and Andrews’s views are echoed in a new report by the National Association of Disability Practitioners, which warned that disabled university students are struggling more than their peers during lockdown. The report urges universities to provide better training for academic staff to ensure their online teaching is inclusive. It also warns that neurodiverse students and those with visual and hearing impairments are facing problems with access to teaching and course materials, such as poor captioning and underprepared lecture slides. A separate survey by the Association of Non-Medical Help Providers suggested that 81% of disabled students have been negatively impacted by changes to their academic work due to coronavirus, while 73% said they had issues with access to academic resources such as libraries and workshops, and 57% said access to their teaching had been disrupted. Piers Wilkinson, disabled students’ officer at the National Union of Students, says he was unsurprised to see these concerns. He would like to see the medical evidence requirements suspended during this time for the Disabled Students’ Allowance, which funds equipment. “Institutions must ensure disabled students can choose what best supports them, and ensure any leave of absences or suspension of studies comes at no cost,” Wilkinson says. Stephen Campbell, dyslexia and disability coordinator at Leeds Trinity University, says universities have adapted their courses to the lockdown more effectively than he expected. “But you’re supporting more than just the medicalised condition that the student has,” he says, referring to how the lockdown is affecting students’ mental health. “My colleagues in counselling are saying there has been a direct impact from the lockdown. They’ve seen an increase in referrals to secondary care, to organisations like community mental health teams or Crisis.” Bureaucracy was a problem even before the lockdown, Campbell adds. “If we talk about dyslexic students, there’s already a protracted process of applications and testing before they even get anywhere near their assistive technology,” he says. “Combined with the technology universities are now using to move their courses online, we’re inevitably going to find problems with inclusion in the future.” The picture is not the same everywhere: some universities are providing better support than others, and certain disabilities have benefited from the shift to online learning. Tiri Hughes, a visually impaired medical student at Trinity College, Oxford, is grateful for her university’s adjustments so far.  “From an accessibility perspective, our remote lectures are brilliant [for visually impaired students],” she says. “We’d been calling for all faculties to do them because they’re vital for disabled students. It was often not done properly, but now we’re in lockdown, a lot of disabled students have even better access to education.” But she adds: “It’s frustrating, because we’ve been fighting for this for years. Were we not important enough? We’re determined that, when things go back to normal, we don’t lose some of this progress.”",education
"Government scientific advisers are examining the impact of letting children in their final year of primary school return to classrooms from 1 June, the Guardian has learned. Boris Johnson is due to announce next Sunday that year six children, aged 10 and 11, will be the first cohort allowed back into schools since he announced their closure on 18 March, to be closely followed by other primary school years, and years 10 and 12 in secondary schools.  The Scientific Advisory Group for Emergencies (Sage) is said to be focusing on allowing back older primary school children initially, with the year group deemed a priority because of their need to transition to secondary school in September. Downing Street confirmed that 1 June after the half-term holiday was its target – subject to the latest data on the spread of Covid-19 – and that the prime minister would make a significant announcement on Sunday offering a roadmap out of the lockdown. Sage is expected to meet on Tuesday. A Whitehall source said: “The focus is getting primary school pupils back first but only if the R [a measure of how the virus is spreading] is at a safe level. After primary schools have returned we will then look at years 10 and 12.” Both Johnson and Mark Drakeford, the Welsh first minister, made public comments on the need for schools to quickly reopen in some form. “One of the things we want to do as fast as we can is get certainly primary schools back. It’s not going to be easy but that’s where we want to go. It’s about working out a way to do it,” the prime minister told the Sun on Sunday. Drakeford said schools in Wales could also reopen at the beginning of next month. “Our advice from the trade unions and from the local education authorities is that you will need three weeks as a minimum from the point that we decide to do that, to when schools can reopen, so we are talking about the beginning of June,” he told the BBC. But Sir David King, a former chief scientific adviser who has set up an alternative experts’ group to rival Sage, warned school reopening would have to be “watched very carefully”. King said he thought June was too early but wanted to discuss the issue with his expert panel on Monday. The government has been in talks with teaching unions in England over how and when to restart classroom learning. Schools have been using distance learning at home for pupils, with the children of key workers and those classified as vulnerable or with special needs still able to attend in person – though only about 2-5% have taken up their places. Kevin Courtney, the joint general secretary of the National Education Union (NEU), which represents most primary school teachers, called on the government to detail how it would protect children, teachers and families. He said: “While we all want to see a return to some sort of normality, the NEU believes it’s really premature to talk about a June return date. Instead, the government should be providing evidence about how this can be safe, how many more fatalities would we expect to see amongst school staff and parents and how these can be prevented or minimised.” Paul Whiteman, the general secretary of the National Association of Head Teachers, said parents and the public wanted a decision made on robust scientific evidence, particularly on infection and transmission rates for different age groups. Last week a study from Germany found children were as likely to spread coronavirus as adults. “There will be huge practical difficulties to solve, for example the much reduced workforce available due to illness and shielding, and the difficulty of achieving social distancing in schools, especially amongst the very young and on the school gate,” Whiteman said. Sharon Waldron, the headteacher of Stonham Aspal Church of England primary school in Suffolk, said she favoured rotating year groups into schools for a week at a time, starting with year six in the first week after the May half-term holiday. “I feel schools will try their best to implement a way through this situation whatever is asked of them, but I worry that if the plan is too much, too fast we could see a few terrible scenarios: increased rate of R, increased deaths of children and school staff,” Waldron said. Several countries, such as Austria and Denmark, have moved to partially reopen schools as coronavirus fears have receded. But in some of the worst-hit areas of the globe, including Italy and parts of the US, schools will remain shut until the end of summer. Any decision by Johnson would only apply directly to schools in England. Education policy and funding is devolved to national administrations, meaning schools in Wales, Scotland or Northern Ireland can reopen independently of what happens in England. Eithne Hughes, the director of the Association of School and College Leaders Cymru, said: “We would caution against fixing a date in stone at this stage, and to make sure the conditions are right first of all. We are happy to plan towards a proposed date, but we would urge that it is clearly stated from the outset that it is moveable if more time is needed. “Exactly how this is managed will need to be guided by public health and scientific advice to ensure that pupils, parents and staff can have confidence that it is safe to return to schools. This will be a complex and difficult task, and there is a great deal of work to do to get this right. That is why the date of reopening must be kept under review.”",education
"If any scholar could bring back to life the holy men and scholars of the Middle Ages it was Richard Sharpe. Richard, professor of diplomatic at Oxford University since 1998, who has died aged 66 of heart failure, was a man of abundant energy, which he poured into writing and editing a torrent of books and articles that threw light on all aspects of these men – saints and sinners alike. He was equally energetic outside his study – his gym sessions were so strenuous that he once broke a leg without at first realising it. He served as an Oxford University proctor and a Lib Dem member of Oxford city council. The son of Dorothy (nee Lord), a pharmacist, and John Sharpe, a butcher, Richard was born in Accrington, Lancashire. From St Peter’s school, York, he went on to study classics and Anglo-Saxon, Norse and Celtic at Trinity College, Cambridge. But even as a schoolboy he was studying original documents about the Scottish Hebridean island of Raasay. His two-volume book, Raasay: A Study in Island History (1977), was published as he graduated. His first job, in 1981, was as assistant editor of the Dictionary of Medieval Latin in Oxford; he made himself a formidable Latinist by reading nothing but Latin for a year. His promotion to Oxford’s readership in diplomatic (charter-scholarship) and a fellowship at Wadham College in 1990 allowed his research abilities to flower. Though an inspiring teacher, he had only limited duties, which gave him time to maintain a flow of publications about Celtic Scotland and Ireland as well as to run two major medieval research projects. One project became his life’s work: to put at our fingertips the key information about all the books and their contents that were known to every clerk, monk or friar in medieval Britain. With precision and clarity, he brought these books to three-dimensional life in a wholly original way. For him — and now us — they were not just catalogue-titles but living texts, with origins and histories traceable back to their first authorship and down to their physical, present-day location. Richard’s method was systematic, producing monographs and editions on each aspect of the medieval book. Most are definitive works of reference, like A Handlist of the Latin Writers of Great Britain and Ireland before 1540 (1997), so unassumingly titled but 900 pages long. One is short and provocative — Titulus (“Title”, 2003), defining the nature of texts. The biggest, a publication of all extant medieval library catalogues, now runs to 18 volumes (and will soon be 24). These had their own editors (of whom I was one), but Richard’s stamp as general editor is clear on every page. He is survived by a cousin, Michael.",education
"My father, George Wedell, has died aged 92, following a stroke and pneumonia, in Manchester Royal Infirmary, just a stone’s throw from the flat in Nelson Street where he and my mother, Rosemarie, lived following their marriage in 1948. It brought a lifetime’s connection to Manchester and its university to a close. As professor of adult education at Manchester University, 1964-75, he developed a practical and scholarly field of research within the disciplines of education and broadcasting. Groundbreaking research resulted in books, including Broadcasting and Public Policy (1968) and Broadcasting in the Third World (1977), that influenced higher education, social change, and broadcasting policy and regulation worldwide. In 1973, he “chose to work for rather than at the European commission”, he said, heading up the division for employment and retraining. This commitment shaped the second half of his life. Returning to Manchester University in 1982 as professor of communications policy, he established the European Institute for the Media, funded by the European Cultural Foundation. Research focused on the role of media particularly during the democratisation of former communist countries in the 1990s. These achievements brought him several distinguished European awards. He was born Eberhard Artur Otto Georg Wedell in Düsseldorf. His father, Hans Wedell, was a lawyer – and the son of Rabbi Abraham Wedell; his mother – was Gertrud Bonhoeffer – a cousin of the theologian Dietrich Bonhoeffer, who was my father’s godfather. This dual heritage laid the foundations for George’s commitment to faith and social responsibility. In 1939, the Wedells found refuge in the UK while the Bonhoeffers joined the frontline of resistance that culminated in the assassination attempt of 20 July 1944 on Adolf Hitler, and their subsequent execution. As a child refugee, often regarded as an enemy alien, my father faced integration into his host country with fortitude. Educated at Cranbrook school in Kent, he received a scholarship to the London School of Economics, where he studied economics and international relations. After their marriage, he and Rosemarie (nee Winckler), lived briefly in Manchester, where Rosemarie was employed as a youth worker. From 1950, George worked for eight years in the Ministry of Education in London and for six years as secretary of the newly created Independent Television Authority, before in 1964 my parents returned to Manchester, now with three sons and a daughter.  Over the last decade of his life he accepted the civic invitation to Düsseldorf’s annual commemoration of Reichspogromnacht (Kristallnacht), and in later years I accompanied him. Our journey together to the city of his birth was a way of acknowledging a trauma too difficult to speak about. Rosemarie died in 2010. My father is survived by his children and four grandchildren, and his brother, Klaus.",education
"Meera Navlakha, 22, is a Durham University student who has returned to Singapore. She says her sleep cycle is now “messed up”, making it difficult to study. “I have friends who take classes post-midnight,” she says, “and everyone is worried about exams.” Navlakha is one of many international students who have fled the UK to be with family without their belongings, and don’t know when they’ll be able to return to collect them due to lockdowns, border closures, or cancelled flights. International students from outside the EU are meanwhile paying the highest rates for their tuition. Some who went home are attending online lectures at night because of time differences. Harshita Iyer, 25, studying at the London School of Economics (LSE), is back in Canada with a five-hour time difference. “I’m lucky most of my classes are in the afternoon, but I know people who have lectures at 1am,” she says. She is also worried about how the time difference will affect her ability to do upcoming exams. Some who have returned home have internet problems. Shanavi Dessai, 18, who is one of around 400 international students at the University of Sussex to have signed an open letter calling on the university to reimburse their fees, is back in India. “It’s monsoon season here soon and electricity problems are rampant,” she says. “This is honestly horrible.” Alex Arroyo, 18, studying at the University of Portsmouth, is stuck in Menorca trying to study online without his laptop. “My return flight was cancelled and I’ve been in lockdown for five weeks,” he says. “I left everything in the flat.” Arroyo says he’s been using his iPad to study but can’t access all of the sites he needs. He studies in the kitchen, as the WiFi is better, but says it’s difficult to concentrate with all of the family stuck at home, too. For those stranded in the UK there are also difficulties. Bart Schermers, 23, is studying at LSE and has only just made it home to the Netherlands. He says he experienced a “nervous” atmosphere in his private student accommodation in London, which housed around 200 students. “On the floor below me a flat was sick [with coronavirus]. We use the same elevator, doors and hallways, so it didn’t feel safe,” he says. Schermers is on a rent strike to try to break his housing contract. Tama Knight, studying at LSE and from Canada, decided to stay put because her sister and mother back home are at high risk from Covid-19. Like Schermers, she says she was scared to stay in cramped university accommodation. Instead, Knight moved into her partner’s flat, but now faces the daunting prospect of having to pay thousands of pounds in double rent for six months, because she can’t get out of her student housing contract. “I don’t qualify for any financial assistance because I’m not a UK citizen, and [to qualify for financial assistance from Canada] you have to have been working for the past 12 months. It leaves me in a scary situation,” she says. Growing numbers of students are facing financial hardship during the lockdown, after losing work and support from parents. Dessai says many international students, who are not entitled to domestic loans and pay far higher fees, are also worried about how they will cope financially. Many students, including Iyer, lost jobs due to the pandemic. Loanna Siomou, 19, studying at the University of Bedfordshire, has recently made it home to Greece but was frightened at the prospect of being stuck abroad with little money – especially when she saw empty supermarket shelves, as she couldn’t afford to stock up. “It was scary to think I could have been stuck in a foreign country with nothing to eat because I couldn’t afford it,” she says. It’s perhaps particularly unnerving to be overseas during a crisis. “In many ways it’s harder when abroad,” Knight says. “I don’t know how I would get home, so it’s very stressful.” Many will have planned and saved for years to study in the UK. “International students came here with a dream,” Anne Marie Graham, chief executive of the UK Council for International Student Affairs (UKCISA), says. “Many of them have travelled huge distances and left families behind. Studying abroad is a pretty emotional experience at the best of times, so to do it through a crisis is understandably really difficult.” Some universities are expecting to lose more than £100m as foreign students drop out as a result of the Covid-19 pandemic. Eva Crossnan Jory, vice-president for welfare at the National Union of Students (NUS), urges them to do whatever they can to support at risk groups such as international students. “It’s important [those studying] know they can engage with their students’ union at any time,” she says. For Navlakha, in Singapore revising for her exams, the sudden move has been difficult. “I wasn’t ready to leave and left a lot of my stuff behind,” she says. “I feel like my life is back in the UK. I just hope I can get back to take care of it.”",education
"Schools across England that have been closed for almost six weeks as a result of the Covid-19 lockdown will reopen in phases, with headteachers given as much notice as possible, the education secretary, Gavin Williamson, has said. The secretary of state would not give a date for reopening, but ruled out schools opening during the summer holidays as a way of helping pupils who have missed out on education to catch up. Questioned by the education select committee on Wednesday, Williamson told MPs: “We recognise that the idea of schools all returning on day one with the full complement of pupils is not realistic or practical. “I do expect schools to be opened in a phased manner. I also intend to be giving schools as much notice as possible.” There has been continuing speculation about when schools might reopen, and whether older year groups, including pupils in their final year of primary school and those in the middle of GCSE and A-level courses could be among the first to be brought back into schools as they might benefit most. Asked which pupils might return first, the education secretary said the government was looking at best practice in other countries where schools are already beginning to reopen. He said a sub-group from the scientific advisory group for emergencies (Sage) advising the government on its response to the pandemic had been set up to focus solely on issues surrounding school reopening. “It is incredibly important that we get the right balance in terms of actually making sure that we create an environment that is good to learn in but also that is a safe environment for people to both work in and learn in as well,” he told MPs. The education secretary faced persistent questioning about the impact of school closures on the most disadvantaged pupils from committee chair, Conservative MP Robert Halfon, who warned of a “potential cascade of mounting social injustice that could last a decade”. Only small numbers of children classed as vulnerable by the government have taken up school places kept open for them during the course of the coronavirus crisis, and research has suggested many children from disadvantaged backgrounds are accessing little if any online learning. Williamson said the government had put in £100m worth of investment in equipment and IT support for children disadvantaged by the digital divide. During the course of the hearing it emerged however that the promised 200,000 laptops would not start to arrive in schools until the end of next month, with the majority delivered in June. The government’s free school meal voucher scheme, set up to try to ensure that the poorest children do not go hungry during the crisis, also came in for sharp criticism from MPs who were concerned about long delays and “deeply frustrated” headteachers who were spending “hours and hours” trying to access the Edenred ordering system. Williamson acknowledged schools had faced challenges because of the high level of demand. “We’ve been doing everything we can to support them in terms of being able to get these vouchers out as rapidly as possible.” The education secretary reiterated plans for an autumn series of what he described as “shortened” exams for pupils unhappy with their grades, which will this year be calculated largely on teacher assessment as exams have been cancelled. There have been reports that some headteachers are opposed, arguing that it would be “totally impractical”.",education
"The competitions watchdog has issued a strongly worded warning to private schools in the UK, threatening hefty fines if they are found to be price-fixing during the coronavirus crisis. The Competition and Markets Authority (CMA) said it had been made aware that a number of independent schools “may be engaging in discussions with each other about the level of discounts and/or refunds on school fees”. A letter from the CMA to the Independent Schools Council and other bodies representing the sector warned that moves to agree prices and exchange commercially sensitive information would almost certainly infringe competition law and could result in fines of up to 10% of total turnover. Independent schools have been badly hit by the fallout from the Covid-19 pandemic, with some parents who have lost work unable to pay fees while others are reluctant to pay the full amount for the online education schools are currently providing. Many schools have already offered discounts and refunds to try to keep families onboard and stay afloat. While the bigger, more established schools will most likely survive, there are fears that smaller schools, which may have already been facing difficulties, will go to the wall as a result of the crisis. The CMA letter, written by its senior director, Howard Cartlidge, and obtained by the Private School Policy Reform thinktank, acknowledged that in the current crisis there may be a need for increased cooperation between businesses to ensure the supply of scarce products and services. This, however, did not give businesses a “free pass” to engage in non-essential collusion, he warned. He told sector leaders: “We are sure that you share our concerns not just about the unacceptability of anti-competitive practices in the current circumstances, but also the risk of undermining public trust more widely across the independent school sector. It is therefore vital that any poor behaviour is nipped in the bud now.” Robert Verkaik, a co-founder of Private School Policy Reform, said families who paid school fees would be dismayed by the revelation. “Those parents who have spent tens of thousands of pounds to send their children to an independent school will be rightly very angry if some of the schools are working against their interests by setting uncompetitive fees.” It would not be the first time private schools have fallen foul of competition laws. In 2006 the Office of Fair Trading, which preceded the CMA, ruled that 50 fee-paying independent schools including Eton College, Harrow and Winchester had breached competition law by systematically exchanging information about pricing intentions. Each school was fined £10,000. The CMA letter, dated 17 April, was also sent to other representative bodies in the sector, including the Headmasters’ and Headmistresses Conference, and the Independent Schools Association. They have been contacted for comment. A CMA spokesperson said: “Where cooperation amongst businesses or other organisations is necessary to protect consumers in the coronavirus outbreak, the CMA will not take enforcement action. “But we will not tolerate organisations agreeing prices or exchanging commercially sensitive information on future pricing or business strategies with their competitors, where this is not necessary to meet the needs of the current situation. “We welcome the confirmation by the independent schools representative bodies to whom we have written that they are urging competition law compliance on their members.” The ISC’s chief executive Julie Robinson responded: “We know of no evidence that schools are deliberately sharing information with each other and the CMA acknowledges that schools are striving to do the right thing.”",education
